caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"So what I hear you saying, Ruth, and please let me know if this resonates, Timmy is in the well",1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
You never have time for me! I am leaving!,1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
Mud floors were such a bad idea,1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
"When you said you wanted things to go back to normal so we could finally leave the apartment, I figured we’d be able to use the front door",1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
The race to the bottom has never been so exciting!,1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
"Is this bloody America, mate?",1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
I try not to pre-judge clients from their past but I should’ve known what I would get telling Amelia Bedila to “dig deep”,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
Why are you just sitting there taking notes?? Come help me,1.2,0.0571428571428571,50,40,10,0,not_evaluated,not_evaluated
"You can’t escape from your emotions Megan, you have to face them.",1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
"I must ask - and this is for purely scientific purposes, of course - are you searching for your repressed emotions or the stale donut that mysteriously disappeared when it fell under the couch last week?",1.2,0.0571428571428571,50,40,10,0,not_evaluated,not_evaluated
I think you're in the wrong cell.,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
And are you noticing feeling trapped right now?,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
Did you watch The Great Escape again?,1.2,0.0571428571428571,50,40,10,0,not_evaluated,not_evaluated
"That's not a decimal point, you were supposed to go 250 paces.",1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
"Keep going. If my math is correct, we should find a solution to your problem in four or five shovelfuls.",1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
"Sorry, am I late?",1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
"I was going to stop you before you started, but I wanted us to explore this together",1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
is this the id?,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
My therapist said this is normal,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
It''s now clear how your hole resemblances your parents one,1.2,0.0571428571428571,50,40,10,0,not_evaluated,not_evaluated
"Dude, wtf?",1.2,0.0571428571428571,50,40,10,0,not_evaluated,not_evaluated
Note to self: Patient clearly hasn’t dug of out of her hole.,1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
Digging Your Own Grave for Dummies,1.2,0.0755928946018454,50,43,4,3,not_evaluated,not_evaluated
"I’m sorry, no. Dr. Piraro is the office next door.",1.2,0.0638876564999939,50,41,8,1,not_evaluated,not_evaluated
When I said that I'm digging that I didn't mean it literally.,1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
Remember the days when we could just take the train?,1.2,0.0699854212223765,50,42,6,2,not_evaluated,not_evaluated
"I dig what you're saying""",1.1964285714285714,0.0593232552085126,56,46,9,1,not_evaluated,not_evaluated
"Metaphor? No, water leak. Keep going.",1.196078431372549,0.0741995605036255,51,44,4,3,not_evaluated,not_evaluated
Again?,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
You're digging yourself into a hole against Janet! Take a deep breath and count to ten.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
If you dig a hole to China be sure to tell them we're mighty pissed.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"That's never going to work.  Virus or no virus, if you want to visit China you are going to have to get on a plane.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
You’ve made this way too complicated. Most people keep their skeletons in their closets,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"Sorry we can't meet in person, only online.",1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
Hey...Glad you’re back home again.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"The hole is your anus. The shovel is metaphorical Metamucil. The dirt is your anal-retentive traits. Keep digging and you'll reach China, the Enema of the State.",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"I""m a strict Freudian,so you'll still have to pay me every month.",1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
New form of therapy-- trying to dig out from the pandemic.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Let's dig deeper into the hole you are trying to fill.,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
Perhaps your fear of embarrassment would be better addressed by wearing pants.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Thanks for volunteering to make the food run...please remember the duck sauce this time.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"I'm sorry, but I think you'll find Canada's north.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Getting ready to hibernate!,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"I think that if you keep digging, you can admit that there is a lot of grey that you haven't taken into account.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"Psychiatrist ask the patient, are  you coming or going?",1.196078431372549,0.048665386847023,51,42,9,0,not_evaluated,not_evaluated
"No, not figuratively ""Quit Digging"" but literally - Quit Digging!",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"No,that's not what I meant when I said we'd be digging through your subconscious.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"You still have to pay, even without seeing Carol.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
But how would you describe the depth of your feelings?,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
So after we dig far enough north we can come up and find ourselves in Canada. Simple.,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
Have you considered the possibility of using the door?,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"I finished my eulogy, so stop digging and get our beloved deceased Cat.",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"Well, you're always saying ""Dig deeper to find the source of your anxiety!   I'm just trying another way!""",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Is it time yet?,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
"This is where I store all my patients repressed memories""",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
Am I late?  The elevator was broken in the parking garage.,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
That's not exactly what I meant by dig deep,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"You're not my first patient who has believed that they are an animal, but it is unlikely that your acorns are buried under my office, Ms. Fluffy-Tail.",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"Six letter word, starts with ""p"", means ""annoyed.",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
When I said we'll dig around in your family history - I didn't mean it literally!,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Just in case the wrong one wins,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
"To reach your id, you've gotta dig deeper.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
That won't stop the virus !,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"Instead of looking for Wonderland, let's talk about you today Alice.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"And how long have you thought you were in therapy.
I'm concerned you're not taking this seriously enough.
I'm afraid we have just scratched the surface.
You're going to have to dig deeper if I'm going to get that indoor pool.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Did you dig from China?,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"You're a little early, but I think we can make a start",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"Good Day...so how goes the
Pandemic Down Under, Sheila ?",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
The subconscious is more of a metaphor.,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
At least you no longer bury your head in the sand.,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
These days even digging one's own grave is still not acceptable.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Let's focus on you and not my previous patients.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
I`m searching. There must be an easier way to find your roots,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
"A ""hole new way of life under Trump""..just like him fake news and the wrong ""whole """,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Sorry to arrive late! The main entrance was swarming with people.,1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
"No I don’t think of my self as a self-sabotaging, and using the door is only the easy way out of this... 
Karen we’re on the 8th floor.",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
...date...night...ideas....,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
"Dug myself into a hole, Some help please",1.196078431372549,0.0561483178952014,51,41,10,0,not_evaluated,not_evaluated
". Thanks doc, I got a hole new perspective",1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
your feelings are buried very deep...,1.196078431372549,0.0687114332075891,51,43,6,2,not_evaluated,not_evaluated
"Controversial for their unorthodox treatment methods, Immersive Metaphorical Therapists encourage their clients to interact with the pits, dead hearts, heavy weights, and chairs of pins and needles, where clients must sit while awaiting official diagnosis.",1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
"It’s the only way to get to 2021, keep going.",1.196078431372549,0.0561483178952014,51,40,10,0,not_evaluated,not_evaluated
"OK, but how does that make you feel?",1.196078431372549,0.0741995605036255,51,44,4,3,not_evaluated,not_evaluated
Self-isolation meant that Martha would have to find a new way to be hole-y on Sundays.,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
Let’s really dig into the issues with your mother earth,1.196078431372549,0.0627450980392157,51,42,8,1,not_evaluated,not_evaluated
I’ll fill you in later.,1.1923076923076923,0.0616420696437992,52,43,8,1,not_evaluated,not_evaluated
So your mother was a ditch...and,1.1923076923076923,0.0674825352438861,52,44,6,2,not_evaluated,not_evaluated
Are you chinese?,1.1923076923076923,0.0616420696437992,52,43,8,1,not_evaluated,not_evaluated
Did you remember the cat food?,1.1923076923076923,0.0616420696437992,52,43,8,1,not_evaluated,not_evaluated
"Marilyn, we have an online portal to make appointments now.",1.1923076923076923,0.0616420696437992,52,43,8,1,not_evaluated,not_evaluated
Tell me when you start believing in something.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"You can't escape from your emotions, neither can you Great Escape from them.""",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
The subconscious is way tougher than the subfloor.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"okay, lets not dig into your past anymore;--  lets reimagine your future.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
We really need to delve further into your regrets directly related to not taking that left turn at Albuquerque.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"I forgot to mention, I think we should see other people.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I’d like you to go a bit deeper.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Anything lying underneath that?,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"See, I'm not crazy.  They do too have color in China.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Dig we must,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Keep in mind the low ceilings,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
You won't escape your commitment issues by digging your way to China.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I understand what you are doing but that's why they call it an outhouse.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"This is not what I meant, when I said that you had to hit rock bottom first.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I meant deeper into your subconscious!,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Social Distancing requires only six feet.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
Keep digging.  Oedipus is waiting.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Perhaps you took me a bit too literally when I suggested we dig into your past.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Let’s continue your digging into your past next week..
Same time?",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"No, no. That is not how you will find your deep seeded fear.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"Martha, I said that we need to get down to the core of your trauma, not to the earth’s core and magma",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I'm glad to see you're making discoveries.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Not what I expected when you said you wanted to dig deep.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
Let's reflect on why  you're digging your own grave,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"That's deep, dude.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
We will get to the bottom of your problem.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Oops! I misread the instructions. Uncle Joe wrote in his last letter that he buried his money next to the FLOWER bed.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"Susan, when I said you've buried a lot of hostility...",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"No matter how hard you try, it won't bring back your father.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Hi it’s groundhog day,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Yes, you're making progress. I just think when it comes to these issues we've been dealing with...I'd love to see you dig a little deeper.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"More digging,less delving,I think.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"You feel trapped and you want to escape?  I see, can I come with you?",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
When I said “we have to dig deeper” I didn’t mean it literally,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
This isn't China.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Keep digging! That’s how we’ll escape this white void we’re trapped in!,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"If you keep seeing me, it will take longer to dig yourself out of debt",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
When did this digging compulsion first start?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Oh,hi!",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"You'll never find why your husband left you, digging into it that way.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Wait up!,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Yes, this is China.",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
Two words. Nouns. Er...digs...hole...digger...he was a GOLD DIGGER!,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
You're digging important stuff up in our sessions. Keep going...just another few feet to my broken septic tank.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
When you get to Wuhan please avoid the fresh market,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Digging helps me become relaxed and calm,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"Australia is a long way to go, even if Trump does win.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Yes. I see. Now tell me, from where 
did this anger originate?",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"This is not what I meant by ""Dig deep into yourself.""",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
If you keep digging a little longer you might hit your deductible.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I still feel like you're covering up for past mistakes.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
I really think digging a hole to China is not the answer...,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
You know that hole will only lead you back to yourself.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"Welcome to Leavenworth Next Door Therapy, the holistic approach experts.",1.1914893617021276,0.0783638060482789,47,41,3,3,not_evaluated,not_evaluated
"Oh, so you still haven't 'hit bottom', eh?",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
You just have to keep digging down into  your subconscious.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Yes, that’s quite an undertaking.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Its a question of self-worth!,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
It's still a long way to the glass ceiling...,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
There’s a dugtrio down there!,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Really that’s not what I meant when I said try getting new digs.,1.1914893617021276,0.065503796362999,47,38,7,1,not_evaluated,not_evaluated
It appears we're close to a breathrough!,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
Client often dig herself out of holes,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
What do you plan to do in 2024?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Did you pack you Obi, dear? I think you’ll need it....",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
...and you said IKEA directions were easy.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
I'd call this a real breakthrough in your therapy.,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
We still have some work to do on your epiplaphobia.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Did you come from China?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
I knew what you meant.,1.1914893617021276,0.0783638060482789,47,41,3,3,not_evaluated,not_evaluated
"On second thought, I believe we've dug into this issue enough for one session.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"So, the Yearquil didn't work?",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
You dug a hole to China and back.  Any insights?,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"Doctor, am I really that messed up that you are suggesting I dig my own grave?",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"You can't lie in it, if you can't dig it.",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"No my Dear, this isn’t China.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"How does it make you feel to ruin my carpet? Do you think you should consider other people's feelings before acting? Ok enough beating-around-the-bush with the Socratic method, STOP!",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"This is a brand new office, dammit!""",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"This is a breakthrough, were finally getting down to the depths of your phycosis!",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Coming out of your shell.  Yes?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
There are easier ways to get to China,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"From a professional standpoint, your new focus on achieving your goals is admirable.  But personally, that's a helluva long way to go for dim sum.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Lennie, let’s work on your fear of doors at your next session.",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"The patient says she’s digging her way to China. The usual references, Freud, Nietzsche, Marx were ineffective. Maybe I should try Confucius!",1.1914893617021276,0.0783638060482789,47,41,3,3,not_evaluated,not_evaluated
"Wait, did we decide on a tunnel to Ontario or Quebec?",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"Keep trying, but ya can’t gonna dig yourself outta this one, Karen.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Now how do you feel after facing your gold digging problem?,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
And how long would you say you’ve been digging this hole for yourself?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
I still cannot find my soul,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
DIY project number 6422 this year,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"This was a holesome session, same time next week?",1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
"Just because you say ""This is a free country,"" doesn't mean you can ruin my office floor.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
burying yourself into the ground won't let you find what you're looking for,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"Let’s see you dig yourself out of this one, Cheryl.",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"oh! When you said ""paint my hole like one of your French girls"" ...",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
...almost ready for my selfie Doctor 🤳🏻,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Do you think I can dig to Canada by Election Day?,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"There’s no Covid in Australia, ill see you next year.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
The meds appear to be raising your spirits even as you raze my office.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
"We’ve spent the last 10 years removing your head from the sand, and now this?!",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
You could just use the window.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
Uh... Where's your @#$&ing mask?!,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"You seem to have a pattern of escaping difficult situations. Sounds like you have gotten yourself into quite a pickle. How, pray tell, are you planning to dig yourself out of this one?",1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"See you in 2021, doc.",1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
I hope I digged far enough from Poland,1.1914893617021276,0.0722206114497015,47,40,5,2,not_evaluated,not_evaluated
So what I'm hearing is you want to keep coming back here indefinitely.,1.1914893617021276,0.0580144633497693,47,38,9,0,not_evaluated,not_evaluated
Let’s examine your overuse of the term “literally” before we dig deep into your past.,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
A patient who took her doctors advice too literal,1.1914893617021276,0.065503796362999,47,39,7,1,not_evaluated,not_evaluated
"F*ck, you guys too?",1.1886792452830188,0.0542571136212445,53,43,10,0,not_evaluated,not_evaluated
Is that your groundbreaking approach towards self-isolation?,1.1886792452830188,0.0662964040380623,53,45,6,2,not_evaluated,not_evaluated
This is not what I meant when I said you are hiding something,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
Hour three... I now see a woman digging a hole in my living room.,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
This is what happens when you buy a house Poe owned.,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
No Martha' 2020 is not an escape room game,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
DIGGING YOURSELF  OUT OF THE   HOLE  WAS JUST  MEANT  AS A FIGURE OF SPEECH,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
How far down do I need to dig to get to ancestral psychological DNA?,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
Let's dig deeper into your tendency to take things literally.,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
"Yes, yes, Ms. Harrow.  No one can go deeper than you.",1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"I understand the pandemic has made you miss traveling, but perhaps you can just wait until other countries actually permit American tourists again.",1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
I thought you were kidding when you said you dug this apartment.,1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"All right, it says here:  'Using either the window (C) or the seat cushion (J) to measure, begin digging a square in the floor exactly
the size of either one.''",1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"Without honesty, you're really digging yourself into a hole.",1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
"GOOGLE SAYS, ""HELL HATH NO FURY LIKE A WOMAN SCORNED"".",1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
Keep digging. Those buried traumas won't unearth themselves.,1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
I hope you didn't come back with the virus.,1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
"I’m sorry to interrupt, but we have to stop for today. We can pick this up next week at our regular time.",1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
But I told you; my door is always open,1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
Let's work on abandonment issues from your burrowing owl family,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
Go deep or go home,1.1875,0.0768175165640222,48,42,3,3,not_evaluated,not_evaluated
"That's the end of the hour, but I want you to know that you've done great work this week.",1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
"Okay, but if you want to aim for Hawai'i we have to start the hole in the bedroom.",1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
I sense you are close to a breakthrough.,1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"So, it looks like we can safely assume that America will not be built back better. Thoughts? Reactions?",1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
You will not find your buried emotions under my floor.,1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
Put your white male perspective on the couch.  I'm outa here!,1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
"Wait, I told you we weren't busting out of here until midnight.",1.1875,0.0569329112462969,48,39,9,0,not_evaluated,not_evaluated
"Our time is up, but next week let's talk about when to take things literally and when to recognize metaphors, ok?",1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"Best if you stop digging, and get back on the couch.",1.1875,0.0642485891337215,48,40,7,1,not_evaluated,not_evaluated
"I know we’re social distancing, but this seems to be a bit much.",1.1875,0.0708124708534365,48,41,5,2,not_evaluated,not_evaluated
